survey_round,chosen_center,triplet_object_1,triplet_object_2,triplet_object_3,response_time
58,43,52,30,43,4.6700
58,1,1,45,40,9.6350
58,3,20,3,25,4.3730
58,3,34,3,48,2.5980
58,2,11,21,2,4.7800
58,7,58,7,52,3.8810
58,1,59,60,1,5.9310
58,50,50,3,58,6.2370
58,43,43,46,52,3.9380
58,47,47,18,48,3.3440
58,1,37,1,46,6.5040
58,25,60,1,25,2.9160
58,25,2,25,1,6.7940
58,24,24,1,53,2.7270
58,41,41,35,48,2.9820
58,44,44,30,48,3.1740
58,36,6,60,36,3.0140
58,36,36,48,35,2.0800
58,13,38,13,34,4.1090
58,43,37,27,43,7.0720
58,55,9,55,11,7.6950
58,34,42,34,26,5.0630
58,43,29,21,43,2.6410
58,2,25,46,2,8.9000
58,54,2,54,16,4.3050
58,17,17,43,23,5.1500
59,1,1,30,11,7.4090
59,2,2,38,41,14.180
59,8,56,8,45,4.6120
59,25,21,23,25,4.0630
59,17,22,60,17,16.487
59,32,40,32,29,2.3920
59,32,32,14,5,3.1470
59,26,32,26,29,2.8400
59,18,15,18,53,1.9460
59,46,59,53,46,1.8930
59,22,3,22,42,1.6730
59,52,50,52,14,4.2890
59,42,42,59,52,11.090
59,2,42,5,2,4.8330
59,9,2,6,9,8.6920
59,43,4,44,43,3.8350
59,4,57,4,22,2.5710
59,20,48,20,10,2.7750
59,37,37,45,20,3.3430
59,54,51,54,13,3.0170
59,4,4,13,7,4.6310
59,2,19,2,30,4.2690
59,43,44,43,5,3.7420
59,26,53,37,26,1.6170
59,27,27,21,16,1.6600
59,43,51,43,46,9.2820
59,16,34,40,16,4.5150
59,22,50,3,22,2.0650
59,57,53,8,57,1.7930
59,27,27,34,4,7.9780
59,45,45,1,50,2.8670
59,32,49,32,26,3.1880
59,56,15,22,56,3.1960
59,46,49,26,46,6.0790
59,29,50,29,3,4.3070
59,12,12,2,56,5.0940
59,26,14,56,26,3.6910
59,4,19,31,4,2.3570
59,38,38,48,6,7.8910
59,39,30,39,46,3.4210
59,33,33,24,8,4.1860
59,58,36,41,58,2.9270
59,5,32,42,5,3.5390
59,44,30,44,21,2.4100
59,36,36,6,25,5.5730
59,37,46,37,58,11.438
59,58,33,55,58,2.5150
59,28,28,48,45,2.1930
59,46,10,46,26,3.2820
59,60,4,56,60,2.9830
60,14,3,14,32,4.4680
60,46,11,36,46,7.6210
60,13,13,37,5,1.9020
60,15,15,53,18,1.7430
60,57,54,57,25,1.7670
60,13,56,36,13,2.1430
60,48,48,30,57,2.2950
60,36,36,27,33,1.7350
60,7,15,7,37,5.3510
60,24,24,34,37,2.0710
60,48,17,42,48,1.3340
60,7,28,7,52,3.5670
60,29,37,29,2,1.0310
60,30,30,49,48,1.9910
60,22,11,50,22,6.8550
60,26,26,37,47,5.7910
60,15,15,31,3,2.4780
60,35,35,57,24,1.8550
60,13,13,27,29,1.5350
60,13,34,29,13,2.5840
60,4,39,36,4,2.3110
60,40,45,6,40,4.0300
60,25,22,13,25,3.4940
60,13,59,55,13,12.648
60,21,9,21,42,1.7570
60,5,47,19,5,5.5430
60,26,47,26,30,1.3270
60,55,11,25,55,2.8790
60,48,48,27,5,4.2060
60,6,39,52,6,6.4870
60,8,8,14,38,1.1670
60,57,57,29,27,6.4310
60,35,29,35,3,5.0870
60,55,7,55,32,3.7430
60,57,33,57,37,1.1110
60,23,23,56,19,1.1820
60,53,57,1,53,3.5670
60,33,2,33,39,5.3980
60,49,39,49,51,2.0230
60,23,23,16,17,1.5350
60,38,38,1,22,2.9030
60,5,7,46,5,3.0870
60,39,39,31,43,1.5820
60,3,25,3,37,1.4320
60,8,31,1,8,7.2960
60,40,1,24,40,2.1280
60,20,27,20,33,3.1420
60,59,53,59,23,2.3440
60,9,9,52,50,4.5190
60,45,25,45,44,2.4870
61,32,21,56,32,10.332
61,27,26,4,27,2.7740
61,36,21,42,36,7.9280
61,18,53,18,15,1.6220
61,10,42,10,58,4.2710
61,17,17,57,43,4.6580
61,38,43,38,40,3.7200
61,40,40,26,20,4.6990
61,40,48,46,40,2.6130
61,18,27,40,18,4.0320
61,10,16,47,10,3.9660
61,33,15,9,33,5.1860
61,22,24,42,22,14.877
61,11,39,11,31,3.7590
61,4,4,31,16,7.0550
61,19,15,19,38,2.7430
61,17,17,48,4,2.5330
61,31,7,31,53,2.4230
61,41,21,41,52,2.9270
61,5,26,5,36,7.7840
61,46,7,1,46,4.2950
61,55,55,47,27,3.5740
61,33,46,33,20,4.2010
61,13,21,13,5,5.8710
61,44,44,52,13,2.9330
61,17,3,56,17,2.7900
61,22,34,49,22,3.8780
61,37,37,29,20,3.3250
61,11,23,11,40,2.8850
61,27,21,7,27,1.9040
61,24,42,24,53,1.7980
61,32,32,13,40,6.1600
61,25,29,55,25,3.4540
61,35,56,35,26,2.4630
61,22,47,13,22,2.5260
61,16,16,60,26,4.2220
61,32,32,54,57,6.0150
61,4,4,30,32,3.5740
61,45,57,39,45,3.6770
61,29,33,3,29,4.7750
61,55,14,28,55,3.2070
61,11,20,12,11,2.7020
61,44,54,44,5,2.6220
61,19,59,42,19,3.3810
61,29,29,35,13,5.0070
61,17,17,13,9,2.2630
61,27,49,57,27,2.8310
61,2,49,2,16,3.8320
61,25,25,26,7,5.1190
61,16,16,8,3,4.2070
62,38,6,34,38,11.180
62,44,6,18,44,15.050
62,29,57,4,29,2.5320
62,42,47,16,42,3.3900
62,13,24,13,3,2.7330
62,27,49,18,27,3.5900
62,18,15,18,53,1.3950
62,45,45,9,37,5.1420
62,40,13,40,42,4.0140
62,31,31,3,4,2.5480
62,17,45,22,17,4.5750
62,8,34,8,15,2.8210
62,4,4,24,55,3.2220
62,32,15,3,32,2.3740
62,54,34,54,40,6.2710
62,1,47,1,57,2.3190
62,5,41,13,5,2.8160
62,35,2,35,29,2.0000
62,12,18,42,12,3.1430
62,4,20,4,26,2.6310
62,55,39,30,55,4.0930
62,46,36,46,33,3.3090
62,8,8,41,59,3.6530
62,43,5,43,45,4.4710
62,32,32,31,60,2.6630
62,8,19,38,8,28.378
62,26,30,1,26,27.096
62,46,46,2,21,2.6460
62,30,52,30,13,2.6700
62,12,46,12,56,2.2390
62,19,11,19,15,3.3510
62,60,50,60,34,2.4460
62,46,19,46,3,1.7910
62,17,20,17,60,3.3950
62,14,14,58,23,3.1250
62,2,19,46,2,6.3750
62,6,6,45,5,4.4160
62,26,27,12,26,3.3900
62,30,30,2,34,3.5430
62,40,56,2,40,3.6060
62,38,3,38,7,3.1290
62,58,50,58,24,5.8390
62,25,25,37,22,2.9570
62,34,34,3,30,7.0060
62,8,8,22,11,4.4220
62,13,23,13,8,2.7040
62,60,13,48,60,2.7030
62,46,8,21,46,2.7980
62,26,26,5,44,3.4070
63,31,53,2,31,7.4820
63,39,39,41,48,2.8740
63,43,28,43,26,2.5010
63,46,39,46,34,2.8200
63,57,57,46,23,3.2060
63,7,54,35,7,3.3580
63,35,46,41,35,2.3180
63,7,28,13,7,2.9420
63,18,15,53,18,1.4710
63,47,23,20,47,3.4450
63,46,21,46,58,1.8780
63,41,14,41,56,2.2870
63,43,43,32,11,9.3740
63,32,60,32,26,6.5920
63,36,17,36,54,3.8130
63,7,15,7,33,3.5500
63,51,15,17,51,3.7280
63,17,21,60,17,1.9750
63,46,14,2,46,2.3740
63,1,35,1,29,3.3670
63,55,55,15,57,3.0210
63,42,42,19,1,5.6150
63,37,37,54,3,2.9020
63,42,54,42,47,2.7990
63,5,5,56,30,3.6470
63,38,47,38,23,1.8060
63,8,8,22,6,8.0540
63,33,53,40,33,1.4540
63,9,9,40,21,3.6220
63,26,26,3,40,4.6150
63,44,6,15,44,2.6910
63,46,46,20,53,1.9270
63,57,57,41,23,2.2960
63,1,1,9,22,4.2710
63,8,2,39,8,2.6390
63,36,28,3,36,8.1020
63,28,2,56,28,2.9740
63,26,57,9,26,2.5010
63,31,53,31,29,2.4790
63,18,18,9,24,2.2630
63,25,49,25,57,3.4700
63,11,49,38,11,1.9740
63,10,17,45,10,3.1420
63,10,3,10,30,4.9430
63,42,22,48,42,2.4610
63,4,51,4,53,1.6620
63,32,60,32,23,1.6710
63,17,11,32,17,2.8380
63,34,23,34,24,2.7760
64,35,35,16,3,7.5400
64,9,28,53,9,2.8820
64,52,15,52,41,3.8840
64,28,47,28,4,3.7160
64,55,9,55,33,5.0790
64,58,11,46,58,5.2040
64,27,14,32,27,2.6680
64,28,15,4,28,2.8380
64,38,57,60,38,4.3260
64,18,18,15,53,1.3650
64,16,54,26,16,2.4300
64,17,45,39,17,3.4390
64,17,17,26,46,3.0780
64,31,14,42,31,2.4160
64,58,9,58,28,2.9190
64,9,42,21,9,1.9250
64,11,10,11,20,8.1350
64,37,54,37,13,3.3500
64,56,45,47,56,2.5100
64,10,33,36,10,7.0560
64,11,11,58,52,2.4050
64,13,20,14,13,2.7680
64,4,4,3,15,2.1510
64,22,43,22,54,2.9990
64,9,51,9,27,4.6550
64,8,8,46,28,2.8390
64,30,33,30,55,10.471
64,37,9,37,51,3.8470
64,32,32,43,41,3.8850
64,35,27,43,35,2.8310
64,32,32,35,25,7.2700
64,8,8,24,41,2.7190
64,37,16,22,37,3.0710
64,42,15,42,38,2.9880
64,57,57,20,53,1.6790
64,29,14,60,29,2.2890
64,43,56,3,43,2.9940
64,51,47,33,51,4.2390
64,26,38,24,26,2.0080
64,54,49,35,54,4.0040
64,11,48,11,46,2.4460
64,6,59,6,43,8.9680
64,40,1,40,47,3.5900
64,1,31,11,1,6.3260
64,34,56,34,23,1.4140
64,14,24,14,58,2.7330
64,44,23,41,44,2.3420
64,7,7,3,45,3.4710
64,12,12,28,2,4.2630
65,40,19,40,12,5.3710
65,43,43,33,49,3.0950
65,18,18,53,15,1.5630
65,54,4,59,54,2.8310
65,58,39,60,58,2.2370
65,44,44,37,5,3.0230
65,31,21,31,12,2.0850
65,57,57,30,31,3.2460
65,58,39,21,58,1.8630
65,8,19,18,8,7.0540
65,25,25,14,10,2.4290
65,27,27,39,13,2.7110
65,44,27,44,49,2.7820
65,42,51,42,53,3.3900
65,38,52,14,38,3.2710
65,35,35,45,8,3.0110
65,33,43,24,33,3.1270
65,22,49,22,43,3.4150
65,18,33,24,18,2.5420
65,5,1,5,20,2.8150
65,32,18,32,15,2.6540
65,58,58,19,41,2.3820
65,33,11,23,33,1.9590
65,60,60,1,38,4.4250
65,54,54,58,52,2.5500
65,40,50,40,8,2.7950
65,30,30,58,4,4.1110
65,47,47,50,43,3.9760
65,26,26,21,54,1.5020
65,29,7,29,24,2.3500
65,54,16,48,54,2.5500
65,26,26,50,24,2.4850
65,46,46,2,29,14.593
65,45,9,45,23,2.2520
65,20,33,56,20,4.0710
65,26,26,21,6,1.5820
65,45,48,45,3,2.1760
65,38,17,4,38,6.2620
65,51,51,17,47,4.8870
65,22,42,53,22,1.9120
65,8,58,8,49,8.1350
65,16,16,48,4,2.5030
65,37,25,54,37,3.2310
65,32,32,58,53,1.8950
65,38,37,57,38,4.7100
65,33,49,33,27,4.0460
65,43,7,43,23,1.9280
65,39,39,38,5,4.1810
65,12,15,12,25,2.8630
65,35,35,55,11,4.4390
66,45,49,45,41,4.4380
66,40,16,40,51,5.6330
66,7,4,59,7,2.4830
66,16,36,42,16,4.6290
66,32,31,32,16,3.4600
66,29,56,18,29,3.9330
66,18,53,18,15,2.4940
66,40,40,28,29,2.7800
66,4,23,4,9,1.9650
66,9,42,11,9,10.093
66,57,57,29,40,9.3660
66,10,10,36,17,3.2040
66,25,10,25,29,4.4210
66,28,47,28,8,5.2200
66,10,41,17,10,8.8900
66,33,27,3,33,5.7390
66,39,39,4,41,2.5470
66,37,37,16,32,4.8370
66,46,46,19,18,1.8210
66,6,50,6,8,7.7560
66,40,35,47,40,3.0110
66,8,41,16,8,3.5170
66,24,42,1,24,3.0840
66,34,34,30,15,7.3880
66,2,58,2,8,8.2490
66,12,53,58,12,3.7180
66,59,56,38,59,4.0040
66,19,19,31,59,6.3720
66,12,20,4,12,2.7820
66,10,10,24,40,8.2300
66,23,18,23,53,14.421
66,6,38,47,6,2797.8
66,3,27,50,3,3.0820
66,37,12,7,37,6.4430
66,58,58,38,56,5.1710
66,58,58,11,54,2.9150
66,3,3,21,44,2.5650
66,11,11,38,28,3.8440
66,11,11,12,19,3.5970
66,58,13,58,35,2.9800
66,16,16,28,4,1763.1
66,44,36,4,44,5.7630
66,54,54,60,59,9.6890
66,25,7,25,19,2.9300
66,10,46,10,55,3.5030
66,22,57,12,22,5.3240
66,34,27,14,34,4.8280
66,40,40,47,14,3.0440
66,45,15,45,24,3.1490
66,58,58,51,22,2.4530
67,58,58,15,23,5.5980
67,24,15,24,27,7.6530
67,45,53,40,45,2.4200
67,54,7,49,54,7.9810
67,44,43,44,40,7.1080
67,14,54,14,23,9.8300
67,60,60,24,8,4.4460
67,18,18,53,15,6.3340
67,25,34,20,25,4.2940
67,36,27,49,36,4.8930
67,50,50,31,3,8.6130
67,46,46,27,54,5.8620
67,1,53,1,48,5.2540
67,36,46,36,9,10.262
67,4,11,4,24,7.0670
67,18,24,16,18,9.0460
67,43,56,37,43,6.3740
67,54,9,30,54,16.477
67,13,13,3,35,7.8540
67,7,37,7,52,12.062
67,55,34,47,55,3.5660
67,46,24,42,46,3.4460
67,44,18,11,44,5.6220
67,7,7,25,4,5.0540
67,42,18,20,42,10.230
67,8,8,3,30,4.0700
67,22,18,22,25,7.2220
67,8,28,39,8,7.8860
67,15,47,15,33,5.3580
67,44,44,5,49,6.5900
67,50,53,50,52,4.9740
67,7,7,55,23,5.9030
67,55,55,41,5,5.0220
67,11,26,3,11,4.6850
67,8,8,50,33,3.9580
67,16,16,38,47,8.2540
67,7,7,15,60,5.2460
67,44,21,44,41,2.9660
67,7,7,1,48,3.8060
67,49,49,10,3,8.2060
67,46,46,26,51,8.3180
67,35,35,60,15,4.3500
67,11,11,37,5,7.6060
67,43,34,17,43,6.3420
67,2,20,2,24,13.037
67,7,41,51,7,5.5170
67,8,8,11,45,5.7240
67,43,2,43,18,8.1250
67,44,56,26,44,4.4680
68,5,55,5,22,15.055
68,3,19,3,34,2.7340
68,18,15,18,53,1.4120
68,44,6,12,44,4.1660
68,5,43,5,27,3.5410
68,25,20,45,25,2.6690
68,10,28,27,10,2.8770
68,33,3,33,31,4.2780
68,52,52,29,48,1.9820
68,25,58,25,42,5.9250
68,60,25,60,23,4.1260
68,7,7,8,30,4.8860
68,43,35,13,43,4.0060
68,27,44,23,27,3.0940
68,20,4,20,42,12.766
68,12,11,17,12,2.4790
68,22,41,14,22,2.3160
68,6,6,30,60,3.0460
68,13,21,41,13,2.2860
68,57,56,57,30,6.0950
68,22,22,18,6,3.1340
68,13,13,23,37,3.0540
68,60,53,41,60,4.8700
68,58,51,2,58,3.2460
68,4,4,14,49,3.3330
68,46,37,24,46,2.2940
68,12,21,54,12,2.6750
68,4,26,22,4,5.4060
68,4,13,4,55,5.2370
68,17,34,17,56,5.0060
68,25,42,43,25,2.2140
68,5,5,10,31,3.0060
68,39,39,52,4,2.4140
68,8,8,42,17,4.3560
68,8,16,8,26,3.0770
68,37,37,59,32,1.9650
68,31,21,31,37,1.6940
68,52,19,52,26,2.8380
68,27,27,13,51,8.8220
68,33,42,26,33,4.6380
68,33,24,33,59,4.1980
68,34,23,34,49,2.0460
68,54,9,54,14,2.2850
68,58,59,4,58,2.4300
68,38,47,38,31,3.1660
68,26,26,24,51,2.0920
68,44,44,16,34,2.6060
68,2,26,48,2,3.4300
68,58,31,58,41,2.4140
68,57,60,14,57,2.6540
69,17,17,55,56,69.084
69,44,42,44,60,3.8660
69,56,56,40,20,5.9470
69,39,39,45,21,4.4300
69,41,41,3,19,45.200
69,18,53,18,15,10.815
69,45,56,45,23,67.038
69,44,58,44,19,7.3440
69,42,42,35,59,14.435
69,41,11,41,57,10.831
69,35,22,35,44,14.431
69,54,20,54,23,8.9580
69,50,50,45,49,10.803
69,13,43,13,29,24.268
69,53,21,43,53,11.425
69,50,50,28,32,19.957
69,8,8,56,34,3.8100
69,5,5,6,29,13.281
69,18,18,43,57,52.749
69,54,54,47,9,5.7380
69,38,41,44,38,11.632
69,44,43,51,44,6.2880
69,29,41,34,29,11.156
69,19,28,19,15,11.733
69,13,45,13,56,8.4420
69,27,23,27,40,68.121
69,33,59,33,34,3.7430
69,39,39,36,26,6.2870
69,58,58,14,8,4.3770
69,46,15,3,46,3.9860
69,12,28,26,12,8.7500
69,36,36,31,20,2.7290
69,55,55,50,26,4.9710
69,37,37,53,51,2.7590
69,32,35,32,1,6.6440
69,3,53,16,3,3.5790
69,17,42,60,17,3.6490
69,15,15,26,20,5.6870
69,57,28,57,29,8.0340
69,25,10,35,25,9.0950
69,46,21,15,46,3.1120
69,54,41,37,54,6.7360
69,47,20,47,24,10.537
69,11,50,35,11,48.150
69,24,15,24,26,9.1090
69,35,39,35,55,12.286
69,15,15,17,48,20.869
69,11,11,59,38,7.1660
69,41,41,27,10,9.8250
70,1,52,13,1,2.7850
70,25,19,7,25,2.8340
70,18,18,15,53,1.6600
70,45,27,42,45,5.6920
70,1,1,43,53,15.055
70,33,45,33,24,1.6140
70,17,17,42,21,1.5330
70,58,15,58,23,2.0060
70,35,9,35,26,1.8300
70,42,56,42,14,3.6050
70,36,36,30,47,1.6610
70,56,47,56,51,5.6210
70,12,22,7,12,4.8300
70,10,21,60,10,6.2060
70,54,55,17,54,3.9010
70,34,24,34,45,2.8040
70,42,42,20,30,5.6300
70,16,33,16,19,7.4620
70,25,43,59,25,2.0060
70,12,43,19,12,2.2220
70,8,8,34,55,3.0620
70,57,57,3,18,4.4790
70,7,28,53,7,1.7180
70,24,13,24,3,3.5820
70,5,18,12,5,3.5340
70,26,26,34,36,7.7500
70,3,44,3,24,4.4750
70,30,20,30,23,2.3730
70,42,42,48,4,3.3330
70,56,59,56,31,6.3580
70,25,3,42,25,1.8860
70,53,53,38,21,2.7580
70,29,57,29,13,5.2850
70,37,37,30,47,6.0780
70,50,50,43,6,12.589
70,57,49,21,57,3.3980
70,58,28,21,58,1.9180
70,5,5,26,32,3.0540
70,59,4,48,59,1.7420
70,54,54,2,19,3.8540
70,12,14,12,39,2.4220
70,18,53,32,18,2.2700
70,3,59,41,3,13.006
70,28,28,53,15,16.669
70,7,7,51,53,1.8860
70,58,58,33,59,1.7960
70,14,55,24,14,12.981
70,38,41,38,5,2.7260
70,51,47,51,35,14.918
70,28,16,19,28,2.9660
71,38,38,22,28,2.6050
71,28,26,28,19,1.8660
71,18,15,53,18,1.2690
71,39,39,50,32,2.5090
71,17,33,11,17,3.5980
71,45,33,45,56,3.3020
71,8,56,44,8,6.9660
71,5,5,13,49,2.1020
71,58,58,7,40,97.731
71,7,13,7,6,2.7400
71,46,19,57,46,6.4680
71,39,39,19,55,3.6130
71,52,52,59,18,21.135
71,13,23,13,54,5.4050
71,51,51,35,47,2.8050
71,45,45,41,38,2.5640
71,41,59,41,43,2.3100
71,32,32,17,57,3.5900
71,14,17,13,14,2.8860
71,44,5,49,44,3.1340
71,11,11,6,19,3.0860
71,60,60,45,32,259.46
71,32,32,34,59,2.9900
71,58,58,23,45,7.3980
71,54,54,11,60,5.7420
71,25,39,56,25,2.7580
71,34,10,53,34,1.5020
71,33,33,27,55,2.4620
71,46,30,46,49,1.6540
71,26,37,21,26,3.7650
71,54,54,49,32,1.8860
71,36,25,36,46,2.4380
71,19,19,49,33,3.2830
71,51,51,15,60,2.7020
71,11,11,46,28,3.3260
71,30,32,23,30,8.7180
71,60,36,27,60,93.253
71,1,1,14,43,1.5260
71,45,56,45,44,2.6540
71,11,56,11,57,2.9260
71,22,4,50,22,4.9570
71,17,26,16,17,34.438
71,44,4,44,9,2.4380
71,26,24,48,26,3.9020
71,12,12,47,18,6.0620
71,56,59,41,56,4.8540
71,28,41,28,40,5.8460
71,10,10,9,46,3.0220
71,11,11,15,33,4.7420
71,6,6,13,19,3.0540
72,9,9,39,47,2.7650
72,31,31,14,5,6.2040
72,19,10,47,19,3.6050
72,28,28,57,48,2.0290
72,38,52,38,4,6.1570
72,50,4,59,50,2.4050
72,39,39,59,27,1.7990
72,47,49,47,57,2.1300
72,18,15,18,53,1.4960
72,26,26,34,60,4.7760
72,36,41,36,2,3.8600
72,44,44,41,48,1.4780
72,19,49,26,19,6.0740
72,36,36,31,49,1.6830
72,3,49,5,3,3.2660
72,19,19,49,2,2.5940
72,36,36,14,58,4.4430
72,6,1,30,6,2.9180
72,60,45,28,60,4.0860
72,7,30,48,7,2.2210
72,45,34,20,45,2.9830
72,22,22,4,38,4.3320
72,4,33,17,4,3.7270
72,46,46,33,25,2.8370
72,11,17,40,11,2.5600
72,57,57,45,5,2.0950
72,25,35,31,25,3.2570
72,47,48,47,44,1.8790
72,57,57,59,46,2.0610
72,26,49,24,26,4.7940
72,3,27,3,36,2.8550
72,32,54,32,24,2.7280
72,51,44,15,51,4.2270
72,14,27,14,8,11.743
72,36,15,36,12,3.4990
72,5,14,50,5,2.3100
72,31,31,27,41,2.9430
72,33,33,53,9,1.7270
72,46,44,46,23,2.8390
72,36,39,45,36,2.8000
72,4,50,33,4,5.2380
72,50,35,59,50,9.0700
72,34,41,34,13,2.5990
72,1,1,40,14,1.9900
72,8,8,3,51,2.5740
72,10,55,10,1,2.2290
72,22,58,23,22,1.7900
72,43,43,33,3,5.3270
72,35,6,35,53,4.0550
72,2,21,36,2,3.2550
73,18,24,23,18,12.468
73,17,26,17,39,5.5090
73,31,31,30,15,2.9790
73,37,18,37,49,5.1460
73,46,46,56,47,2.6780
73,18,18,30,20,2.8810
73,45,59,9,45,7.3450
73,18,1,18,52,5.8160
73,32,32,22,23,8.6630
73,18,18,53,15,2.2460
73,38,38,41,5,7.2290
73,9,9,21,4,4.6160
73,8,42,8,23,3.2150
73,5,5,42,54,5.2470
73,38,19,38,56,3.0820
73,45,55,45,50,3.4140
73,16,54,16,22,2.9460
73,11,15,11,51,2.3140
73,17,59,17,6,2.9980
73,59,23,20,59,3.3310
73,60,60,33,39,3.2120
73,38,40,38,26,3.6410
73,28,59,23,28,2.5770
73,40,21,40,59,4.4450
73,16,54,3,16,1.8790
73,7,7,22,23,1.8270
73,8,37,40,8,14.687
73,11,2,57,11,5.8610
73,57,55,57,27,8.7490
73,27,27,12,21,5.3130
73,4,57,4,40,3.4810
73,1,3,1,38,3.4950
73,10,10,33,41,4.5780
73,35,35,46,4,7.4800
73,43,43,18,58,4.6280
73,10,10,57,46,4.6810
73,38,15,38,57,5.5460
73,38,38,40,14,3.9130
73,4,45,4,18,2.4620
73,3,35,3,31,6.4000
73,60,51,55,60,5.8980
73,60,12,60,55,4.5720
73,11,11,21,59,3.5010
73,44,44,25,31,3.0290
73,28,10,56,28,5.9150
73,51,51,44,29,3.0780
73,2,2,60,17,3.4140
73,12,12,1,51,4.8280
73,16,41,25,16,4.9130
74,39,51,46,39,15.115
74,9,33,50,9,6.6490
74,18,15,18,53,2.8130
74,22,22,18,43,16.820
74,32,32,14,38,13.568
74,16,10,16,58,2.3520
74,60,21,45,60,7.3260
74,54,37,54,24,4.5130
74,11,11,19,24,4.5460
74,26,52,26,2,4.6310
74,24,13,24,30,3.0810
74,7,7,54,16,3.8810
74,44,24,44,11,3.3300
74,37,51,37,30,2.5130
74,58,29,58,49,4.6140
74,38,2,38,29,2.3960
74,32,51,31,32,11.753
74,60,60,36,5,4.7250
74,16,41,26,16,2.9450
74,18,42,59,18,5.2170
74,60,35,26,60,1.9710
74,17,17,31,20,4.8090
74,10,10,24,3,3.4110
74,3,41,3,48,3.9610
74,11,55,11,52,2.7590
74,51,27,51,20,4.3950
74,39,54,39,59,2.7630
74,52,52,21,50,4.9850
74,45,1,45,17,4.3030
74,43,14,43,59,4.0470
74,37,33,37,25,2.5940
74,42,42,34,59,7.3880
74,25,56,8,25,2.0080
74,22,53,22,6,2.8650
74,29,29,55,53,3.1200
74,25,25,6,8,4.0450
74,12,20,12,5,3.1440
74,9,9,26,19,6.9280
74,9,9,18,48,5.8830
74,11,1,34,11,2.9710
74,45,13,15,45,3.1250
74,37,37,52,31,2.8250
74,11,54,50,11,2.7180
74,35,24,47,35,6.1630
74,59,14,50,59,5.1310
74,39,21,39,5,1.3600
74,58,58,31,12,2.5950
74,25,48,38,25,4.5210
74,1,1,55,14,3.0560
74,9,9,45,36,0.74600
75,44,15,44,7,2.4640
75,58,38,58,32,3.4290
75,18,18,15,53,4.2460
75,55,19,15,55,4.6270
75,37,51,37,31,2.4640
75,39,53,50,39,3.5570
75,33,33,42,26,5.5650
75,3,35,3,36,4.3230
75,6,59,21,6,3.2300
75,7,7,59,56,3.5220
75,60,42,60,30,2.1530
75,12,32,12,31,1.8940
75,42,28,42,41,5.6710
75,58,33,11,58,4.1070
75,39,40,39,33,2.8140
75,13,1,25,13,4.4160
75,27,27,53,42,4.1120
75,32,52,32,43,8.6550
75,46,32,46,1,3.8080
75,5,48,5,3,2.5960
75,14,52,34,14,4.0970
75,8,4,59,8,2.5840
75,43,37,57,43,1.7800
75,52,17,52,19,7.0780
75,45,40,6,45,3.1820
75,7,54,7,38,2.3130
75,33,33,26,25,6.2650
75,7,6,24,7,2.7410
75,10,10,48,21,3.8830
75,58,16,58,31,3.3640
75,4,4,46,1,3.4480
75,58,19,57,58,2.0150
75,46,11,40,46,2.0820
75,32,26,32,12,2.2480
75,7,31,4,7,2.3990
75,5,60,13,5,2.1800
75,39,39,56,23,1.6480
75,22,37,22,52,2.3320
75,50,19,50,33,2.7150
76,50,50,40,30,10.984
76,26,26,23,46,3.8160
76,60,45,60,20,4.3010
76,3,35,3,43,6.0130
76,16,9,16,6,3.4100
76,60,1,51,60,2.5840
76,18,18,53,15,2.1630
76,42,42,52,59,3.0090
76,36,36,50,41,4.1280
76,2,7,2,52,2.5900
76,60,53,60,37,2.2530
76,43,35,38,43,2.8280
76,58,58,43,55,4.5490
76,25,13,25,35,1.9860
76,22,22,42,13,3.4800
76,57,14,57,6,3.2420
76,46,41,47,46,2.0940
76,12,12,41,52,2.7360
76,32,32,56,7,1.4150
76,58,58,43,54,2.5060
76,4,51,21,4,3.0250
76,46,44,28,46,1.6760
76,46,39,46,1,3.3270
76,37,37,53,28,2.9150
76,17,18,7,17,1.9450
76,11,48,40,11,1.8780
76,32,34,32,50,2.7790
76,44,7,51,44,2.6340
76,37,33,49,37,2.0990
76,25,49,25,56,2.0140
76,33,4,33,17,2.9340
76,58,26,58,51,2.2100
76,1,31,1,40,2.7290
76,11,2,48,11,2.2300
76,51,27,41,51,2.0140
76,4,29,4,40,2.5140
76,25,47,25,40,2.3470
76,46,6,46,50,3.6490
76,60,60,31,38,1.9320
76,32,59,32,2,2.2130
76,6,40,6,14,2.2150
76,45,52,12,45,4.8470
76,16,13,16,52,1.7120
76,33,33,52,30,2.4730
76,12,15,12,43,3.2210
76,36,36,59,28,7.0000
76,9,44,9,3,2.5020
76,25,7,47,25,3.6280
77,44,44,10,18,3.8210
77,51,51,38,48,1.9210
77,51,51,24,52,2.5890
77,18,53,15,18,1.3340
77,22,43,22,31,2.6930
77,58,38,60,58,6.2850
77,5,55,13,5,1.7890
77,29,29,13,20,1.9250
77,17,47,48,17,1.4050
77,8,32,8,39,88.597
77,34,14,34,36,1.7500
77,43,43,56,57,6.9660
77,22,26,7,22,6.0060
77,39,9,39,7,3.5420
77,7,7,12,36,3.8610
77,29,2,14,29,2.9970
77,59,59,8,48,1.7500
77,12,25,18,12,3.0130
77,44,26,36,44,2.2540
77,11,25,11,3,2.5260
77,14,14,30,53,2.1420
77,38,15,38,46,2.4950
77,58,58,28,18,2.1180
77,22,22,18,11,2.1270
77,8,24,8,37,13.407
77,44,33,16,44,3.5990
77,19,12,48,19,2.2150
77,2,2,48,53,1.7100
